Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
197,Palmdale,Los Angeles Basin,Dec 2022,1.90, ,0.91,K,248, ,6.7, ,58.0, ,32.0, ,44.0, ,88, ,42, ,66, ,33.3, ,6.1,K,45.1, 
199,Big Bear Lake,San Bernardino,Jan 2022,1.58,K,0.11,K,295,K,3.3,K,50.3, ,20.5, ,33.2, ,77, ,23, ,50,K,16.1,K,1.0,K,34.8,K
199,Big Bear Lake,San Bernardino,Feb 2022,2.18,K,0.52,K,410,K,2.6, ,48.1,K,18.3,K,32.1,K,71, ,19, ,43,K,11.0,K,1.0,K,35.6, 
199,Big Bear Lake,San Bernardino,Mar 2022,3.63,K,0.63,K,499,K,3.9, ,54.4,K,24.6,K,38.6, ,80, ,25, ,50, ,20.3, ,1.0,K,40.5, 
199,Big Bear Lake,San Bernardino,Apr 2022,5.54,K,0.37,K,638, ,4.0, ,60.6, ,28.7,K,45.1, ,73, ,19, ,40, ,20.4, ,3.3,K,49.0, 
199,Big Bear Lake,San Bernardino,May 2022,6.87, ,0.00, ,718, ,4.7, ,68.3, ,32.5, ,51.5, ,66, ,19, ,36, ,25.1, ,3.1, ,56.2, 
199,Big Bear Lake,San Bernardino,Jun 2022,6.78, ,0.00, ,693, ,7.0, ,76.3, ,40.2,K,59.8, ,69, ,21, ,39, ,34.3, ,2.9,K,64.3,K
199,Big Bear Lake,San Bernardino,Jul 2022,5.95,K,0.00, ,572, ,9.9, ,79.7, ,47.7, ,63.9, ,75, ,30, ,49, ,43.4, ,2.3, ,67.6,K
199,Big Bear Lake,San Bernardino,Aug 2022,4.30,K,0.00, ,433, ,11.7, ,79.0, ,48.7, ,63.0,K,89,K,37,K,60, ,48.4, ,1.9, ,65.5,K
199,Big Bear Lake,San Bernardino,Sep 2022,4.31, ,0.01,K,459, ,8.8,K,74.4,K,42.3, ,57.9, ,81, ,31, ,53,K,40.0,K,2.4, ,61.5,K
199,Big Bear Lake,San Bernardino,Oct 2022,3.34, ,0.37, ,406, ,6.2, ,64.4, ,32.5, ,47.1, ,85, ,29, ,54, ,30.8, ,2.5, ,53.3, 
199,Big Bear Lake,San Bernardino,Nov 2022,1.93, ,1.43,K,319, ,3.4,K,50.3,K,20.1,K,33.2,K,78, ,28, ,53,K,16.7,K,3.0,K,39.3, 
199,Big Bear Lake,San Bernardino,Dec 2022,1.40,K,0.96,K,237, ,3.8, ,47.7, ,19.6,K,32.0,K,86, ,31, ,61,K,19.5,K,2.6, ,35.8, 
200,Indio 2,Imperial/Coachella Valley,Jan 2022,3.05, ,0.01, ,303,K,5.0,K,73.0, ,42.4, ,56.7, ,60, ,14, ,32,K,26.3,K,3.7, ,54.3, 
200,Indio 2,Imperial/Coachella Valley,Feb 2022,4.28, ,0.03, ,434,K,4.4,K,77.4, ,45.0, ,61.4, ,47, ,11, ,24,K,22.9,K,4.9,K,56.1, 
200,Indio 2,Imperial/Coachella Valley,Mar 2022,6.76, ,0.04, ,531,K,6.8,K,84.5, ,54.1, ,69.8, ,56, ,12, ,27,K,33.7,K,5.4,K,63.0, 
200,Indio 2,Imperial/Coachella Valley,Apr 2022,8.52, ,0.07, ,649,K,8.4,K,93.0,K,62.3, ,77.0, ,52, ,13, ,27,K,39.0,K,6.2, ,68.2, 
200,Indio 2,Imperial/Coachella Valley,May 2022,10.23,K,0.05,K,716,K,11.3,K,104.8,L,68.6,K,84.1, ,51, ,14, ,28,K,46.9,K,6.9,K,73.4, 
200,Indio 2,Imperial/Coachella Valley,Jun 2022,10.29, ,0.06,K,737,K,12.3, ,109.7,L,74.7, ,91.1, ,47, ,12, ,24, ,49.2, ,5.9, ,80.2, 
200,Indio 2,Imperial/Coachella Valley,Jul 2022,10.32, ,0.07, ,657,K,14.5, ,108.6,L,80.9, ,95.1, ,48, ,15, ,26, ,53.7, ,5.7, ,83.8, 
200,Indio 2,Imperial/Coachella Valley,Aug 2022,9.04,K,0.16,K,569,K,20.3,K,107.1, ,82.7, ,95.3,K,60,K,22,K,36, ,63.4, ,5.2,K,86.6,K
200,Indio 2,Imperial/Coachella Valley,Sep 2022,6.94,K,0.66, ,486,K,19.0,K,102.0,K,76.9,K,89.1,K,65,K,24,K,41,K,60.9,K,4.7, ,84.8, 
200,Indio 2,Imperial/Coachella Valley,Oct 2022,5.45,K,0.15,K,441,K,14.1,K,92.9, ,65.4,K,78.3, ,71, ,20, ,41,K,51.6,K,4.3, ,75.1, 
200,Indio 2,Imperial/Coachella Valley,Nov 2022,3.41, ,0.03, ,349,K,6.1,K,75.3, ,44.8, ,59.6, ,63, ,17, ,35,K,30.6,K,4.2,K,61.3, 
200,Indio 2,Imperial/Coachella Valley,Dec 2022,2.20, ,0.00, ,251, ,7.6,K,69.0,K,41.6, ,54.2, ,80, ,29, ,52,K,36.7,K,3.5, ,53.4,K
202,Nipomo,Central Coast Valleys,Jan 2022,2.08,K,0.16, ,271, ,9.4, ,67.6, ,43.5, ,54.2, ,91, ,42, ,66, ,42.4, ,1.0,K,54.0, 
202,Nipomo,Central Coast Valleys,Feb 2022,2.72,K,0.10, ,371, ,8.0,K,67.9,K,41.5, ,54.0,K,81,K,36,K,58,K,38.0,K,1.0,K,54.3, 
202,Nipomo,Central Coast Valleys,Mar 2022,3.39,K,0.93,K,421, ,10.7,K,66.1,K,44.9, ,54.1,K,96, ,53, ,76,K,46.0,K,1.0,K,56.4, 
202,Nipomo,Central Coast Valleys,Apr 2022,4.66,K,0.33,K,574,K,11.3, ,67.2,L,46.8,K,56.3,K,95,K,53,K,77,L,47.9,L,1.0,K,59.9,K
202,Nipomo,Central Coast Valleys,May 2022,5.61,K,0.04,K,679,K,12.2,K,67.1,K,47.4, ,56.2,K,98,K,59,K,79,K,49.6,K,1.0,K,62.4,K
202,Nipomo,Central Coast Valleys,Jun 2022,5.73,K,0.26,K,695,K,14.7,K,68.6, ,51.2, ,58.7, ,100, ,69, ,87,K,54.7,K,1.0,K,66.7,K
202,Nipomo,Central Coast Valleys,Jul 2022,5.10,K,0.21, ,601, ,15.8, ,67.1, ,54.1, ,59.0, ,100, ,79, ,93, ,56.9, ,1.0,K,68.9, 
202,Nipomo,Central Coast Valleys,Aug 2022,5.01,K,0.24,K,571, ,16.6, ,69.1,K,54.9, ,60.2, ,100, ,77, ,93, ,58.2, ,3.3,K,70.1,K
202,Nipomo,Central Coast Valleys,Sep 2022,3.91,K,1.97, ,431, ,17.7,K,74.6,K,57.0,K,64.3,K,99,K,67,K,86,L,59.4,L,3.5,K,69.5,L
202,Nipomo,Central Coast Valleys,Oct 2022,2.70, ,0.10, ,314, ,14.6, ,68.3,K,51.9, ,58.7, ,99, ,71, ,87, ,54.4, ,3.2, ,65.4, 
202,Nipomo,Central Coast Valleys,Nov 2022,2.55, ,0.87, ,307,K,9.0,K,66.0, ,42.9,K,53.5, ,88, ,42, ,66,K,41.0,K,3.8,K,58.1, 
202,Nipomo,Central Coast Valleys,Dec 2022,1.54,K,5.19,K,206,K,11.6,K,62.4,K,44.6,K,52.6,K,98,K,63,K,84,L,47.3,L,3.4,K,55.6,K
204,Santa Clarita,Los Angeles Basin,Jan 2022,3.69, ,0.19, ,282, ,5.0,K,67.9, ,44.6, ,55.9, ,54, ,20, ,34,K,24.7,K,6.6,K,50.1, 
204,Santa Clarita,Los Angeles Basin,Feb 2022,4.64, ,0.00, ,406,K,3.9, ,70.5, ,43.3, ,56.9,K,47, ,15, ,27,K,19.0,K,7.0,K,50.9, 
204,Santa Clarita,Los Angeles Basin,Mar 2022,5.56, ,1.30, ,503,K,6.5,K,74.4,K,45.4, ,59.2, ,65, ,23, ,39,K,31.7,K,5.5, ,54.4, 
204,Santa Clarita,Los Angeles Basin,Apr 2022,6.44,K,0.16, ,577,K,8.3, ,77.0,K,49.4,K,62.6,K,70,K,27,K,45,K,38.2,K,5.5,K,58.6, 
204,Santa Clarita,Los Angeles Basin,May 2022,7.66, ,0.00, ,654, ,10.0,K,81.2, ,51.4, ,65.7, ,71, ,29, ,47,K,43.1,K,5.2,K,63.2, 
204,Santa Clarita,Los Angeles Basin,Jun 2022,8.69, ,0.00, ,690, ,11.3,K,92.9, ,60.1,K,76.2, ,65, ,21, ,38,K,46.9,K,5.1, ,68.5, 
204,Santa Clarita,Los Angeles Basin,Jul 2022,8.60, ,0.01, ,657, ,13.0, ,94.7, ,62.5, ,77.2, ,67, ,22, ,41, ,51.3, ,4.6, ,70.5, 
204,Santa Clarita,Los Angeles Basin,Aug 2022,8.21, ,0.00, ,592, ,12.4, ,97.3, ,65.9, ,80.3, ,58, ,20, ,36, ,49.4, ,4.4, ,71.5, 
204,Santa Clarita,Los Angeles Basin,Sep 2022,6.12, ,0.40, ,497,K,14.6,K,93.4, ,65.2, ,77.6, ,69, ,29, ,47,K,54.1,K,4.4,K,71.7, 
204,Santa Clarita,Los Angeles Basin,Oct 2022,4.95, ,0.11, ,406,K,10.9, ,83.8, ,54.6, ,67.6, ,71, ,27, ,47, ,43.8, ,4.6, ,66.6, 
204,Santa Clarita,Los Angeles Basin,Nov 2022,3.53, ,1.19,K,316, ,5.3, ,68.4,K,43.0, ,55.3,K,57, ,24, ,37,K,24.9,K,6.4,K,55.9, 
204,Santa Clarita,Los Angeles Basin,Dec 2022,1.86, ,3.93, ,207, ,7.7,K,63.0,K,42.2,K,51.5,K,77, ,42, ,60,K,36.3,K,4.6, ,52.4, 
205,Coalinga,San Joaquin Valley,Jan 2022,2.07,K,0.01,K,267,K,6.8,K,61.6, ,38.5, ,49.6,K,73,K,37,K,57,K,22.0,K,4.0,K,52.6,K
205,Coalinga,San Joaquin Valley,Feb 2022,3.42, ,0.00, ,406,K,5.6, ,67.8,K,37.3,K,52.7,K,60, ,25, ,41,K,29.3,K,5.3, ,55.3,K
205,Coalinga,San Joaquin Valley,Mar 2022,5.21, ,0.93, ,491,K,7.7,K,72.9,K,45.1,K,59.4,K,66, ,29, ,45,K,36.7,K,5.7,K,61.5,K
205,Coalinga,San Joaquin Valley,Apr 2022,6.92,K,0.00, ,610,K,7.3, ,77.7,K,47.6,K,63.4,K,59, ,23, ,38,L,35.7,L,6.2, ,68.4,K
205,Coalinga,San Joaquin Valley,May 2022,9.54,K,0.00, ,727,K,7.5, ,85.4, ,54.3,K,71.4,K,45,K,18,K,29,K,36.4,K,6.8,K,78.9,L
205,Coalinga,San Joaquin Valley,Jun 2022,10.09, ,0.00, ,750,K,9.1, ,95.5,K,63.4, ,81.4, ,40, ,17, ,25, ,41.4, ,6.3,K,88.2,K
205,Coalinga,San Joaquin Valley,Jul 2022,9.90, ,0.00, ,709,K,10.8,K,101.0,K,68.6,K,85.8, ,42, ,16, ,26,K,46.1,K,5.0,K,92.6,L
205,Coalinga,San Joaquin Valley,Aug 2022,0.88,L,0.00, ,605,K,11.7,K,102.3,K,70.6,K,86.9,K,43, ,17, ,26,L,47.5,L,5.2,K,,M
205,Coalinga,San Joaquin Valley,Sep 2022,,N,0.14, ,493,K,11.5,K,96.9,L,67.0,K,81.5,K,50,K,22,K,33,L,47.2,L,5.6,K,85.4,L
205,Coalinga,San Joaquin Valley,Oct 2022,,N,0.00, ,394,K,7.4,L,92.4,L,62.5,L,77.1,L,44,L,23,L,32,L,44.4,L,5.0,K,77.6,L
205,Coalinga,San Joaquin Valley,Nov 2022,,N,0.37, ,289, ,6.3, ,64.1,K,38.1, ,51.0, ,65, ,34, ,49, ,32.1, ,5.1,K,61.2,K
205,Coalinga,San Joaquin Valley,Dec 2022,,N,2.19, ,169, ,8.9,K,54.4,K,39.3,K,46.1,K,93, ,66, ,83,L,40.7,L,4.2,K,52.3,K
206,Denair II,San Joaquin Valley,Jan 2022,1.66, ,0.13,K,243, ,9.1, ,62.9,K,33.9, ,46.3, ,100, ,57, ,84, ,41.8, ,3.1, ,51.2, 
206,Denair II,San Joaquin Valley,Feb 2022,2.69, ,0.04, ,370,K,7.7, ,66.3,K,32.7, ,48.7, ,95, ,36, ,64, ,37.1, ,3.9,K,51.3, 
206,Denair II,San Joaquin Valley,Mar 2022,4.39, ,0.65,K,462,K,9.4, ,71.7,K,40.4,K,55.7,K,92, ,35, ,61,K,42.3,K,5.1,K,55.9, 
206,Denair II,San Joaquin Valley,Apr 2022,5.96,K,0.19, ,594,K,9.6, ,73.4,K,44.6, ,59.2,K,87, ,34, ,56,K,42.9,K,6.2,K,61.1, 
206,Denair II,San Joaquin Valley,May 2022,8.03,K,0.00, ,702,K,11.0,K,80.0,K,49.6,K,65.2,K,81,K,31,K,51,K,46.4,K,6.9,K,67.6, 
206,Denair II,San Joaquin Valley,Jun 2022,8.54, ,0.00,K,703,K,13.2, ,90.3, ,56.9, ,73.9, ,78, ,28, ,46, ,51.5, ,6.2,K,74.7, 
206,Denair II,San Joaquin Valley,Jul 2022,8.88, ,0.00, ,705,K,15.2,K,92.2,K,59.7, ,76.0,K,79, ,32, ,50,K,55.6,K,6.2,K,78.6, 
206,Denair II,San Joaquin Valley,Aug 2022,7.80, ,0.00,K,616,K,16.0,K,93.1, ,60.9, ,76.4,K,80,K,32,K,52,K,57.2,K,5.6,K,79.4,K
206,Denair II,San Joaquin Valley,Sep 2022,5.93,K,0.10, ,491,K,14.8,K,89.8,K,59.9,K,74.1,K,79, ,32, ,53,L,54.6,L,5.0,K,77.5,K
206,Denair II,San Joaquin Valley,Oct 2022,4.15, ,0.00, ,402,K,12.5, ,80.9,K,49.1,K,63.9, ,89, ,35, ,60, ,49.8, ,4.2,K,70.0, 
206,Denair II,San Joaquin Valley,Nov 2022,1.94, ,1.22,K,270,K,8.4, ,62.1, ,35.5, ,47.2, ,97, ,46, ,75, ,39.8, ,3.6,K,57.2, 
206,Denair II,San Joaquin Valley,Dec 2022,0.86, ,5.80,K,148, ,9.4,K,53.0,K,38.0,K,45.0, ,99, ,75, ,91,K,42.4,K,4.9,K,51.5, 
207,Borrego Springs,Imperial/Coachella Valley,Jan 2022,2.36,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
207,Borrego Springs,Imperial/Coachella Valley,Feb 2022,3.44,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
207,Borrego Springs,Imperial/Coachella Valley,Mar 2022,5.33,K,0.00,L,540,L,6.8,L,83.5,L,52.7,L,69.1,L,54,L,15,L,29,L,34.2,L,2.3,L,59.7,L
207,Borrego Springs,Imperial/Coachella Valley,Apr 2022,6.64,K,0.00, ,607, ,6.9,K,86.4, ,52.4, ,70.9, ,53, ,14, ,27,K,34.1,K,2.4, ,64.8, 
207,Borrego Springs,Imperial/Coachella Valley,May 2022,7.42,K,0.00,K,527,L,8.0,L,90.5,L,59.6,L,77.1,L,50,K,14,K,26,L,38.1,L,2.4,L,71.3,L
207,Borrego Springs,Imperial/Coachella Valley,Jun 2022,7.71,K,0.18,K,591,L,10.8,L,100.0,L,69.9,L,87.3,L,48,K,12,K,25,L,45.2,L,2.1,L,78.3,L
207,Borrego Springs,Imperial/Coachella Valley,Jul 2022,7.53,K,0.34, ,529,K,13.8, ,104.7,K,74.1,K,91.9,K,49, ,17, ,27,K,51.9,K,1.9,K,81.9, 
207,Borrego Springs,Imperial/Coachella Valley,Aug 2022,5.26,K,0.00,K,489,K,18.2,K,103.7,K,78.7,K,92.6,K,59,L,24,L,35,K,60.4,K,1.9,K,83.7,K
207,Borrego Springs,Imperial/Coachella Valley,Sep 2022,0.00,K,23.94,K,77,K,16.0,K,91.5,L,75.7,K,82.1,K,,M,,M,43,K,56.0,K,1.4,K,82.7,K
207,Borrego Springs,Imperial/Coachella Valley,Oct 2022,2.87,K,3.64,K,67,K,12.8,K,74.6,L,61.7, ,67.2,K,75,L,24,L,55,L,50.1,L,1.1,K,69.3,K
207,Borrego Springs,Imperial/Coachella Valley,Nov 2022,2.63,K,4.43,L,16,L,5.4,L,61.2,L,44.7,L,50.4,L,64,L,18,L,43,L,28.4,L,1.3,L,51.1,L
207,Borrego Springs,Imperial/Coachella Valley,Dec 2022,1.72,K,0.60,L,238,L,6.4,L,59.8,L,43.9,L,51.1,L,74,L,26,L,51,L,33.2,L,1.2,L,46.1,L
208,La Quinta II,Imperial/Coachella Valley,Jan 2022,2.82, ,0.01, ,290,K,8.0,K,82.9,L,48.5,K,61.9,K,68,K,21,K,42,K,37.7,K,2.7,K,43.8,K
208,La Quinta II,Imperial/Coachella Valley,Feb 2022,4.07, ,0.03, ,412,K,5.7, ,80.8,K,47.1,K,62.7,K,52, ,16, ,30,K,29.6,K,3.9,K,44.8,K
208,La Quinta II,Imperial/Coachella Valley,Mar 2022,6.35,K,0.07, ,518,K,8.6,K,86.8,L,57.3,K,71.2,K,58,K,16,K,33,K,39.6,K,4.5,K,52.6,K
208,La Quinta II,Imperial/Coachella Valley,Apr 2022,7.73,K,0.00,K,632,K,9.3,K,91.8,L,62.2,K,75.9,K,53,K,16,K,30,K,41.3,K,4.7, ,62.9,K
208,La Quinta II,Imperial/Coachella Valley,May 2022,9.25,K,0.06,K,697,K,12.2,K,97.7,L,64.9,K,82.3,K,56, ,17, ,32,K,48.8,K,5.3,K,68.0,K
208,La Quinta II,Imperial/Coachella Valley,Jun 2022,9.61,K,0.03, ,705,K,16.1,K,109.1,L,76.7,K,93.2,K,52, ,16, ,30,K,56.8,K,4.5, ,74.2,K
208,La Quinta II,Imperial/Coachella Valley,Jul 2022,9.19,K,0.15,K,633,K,20.7,K,112.4,L,83.1,K,97.0,K,56,K,21,K,35,K,63.7,K,3.9,K,76.7,K
208,La Quinta II,Imperial/Coachella Valley,Aug 2022,8.22,K,0.10, ,550, ,27.7,K,113.4,L,87.5,K,98.9,K,64,K,30,K,43,L,71.9,L,3.9,K,77.3, 
208,La Quinta II,Imperial/Coachella Valley,Sep 2022,6.13,K,0.98, ,471,K,22.0,K,99.1,L,77.7,K,88.9,K,68,K,29,K,46,L,64.0,L,3.6, ,73.5,K
208,La Quinta II,Imperial/Coachella Valley,Oct 2022,4.83,K,0.67,K,421, ,14.7,K,92.6,L,63.4,L,75.8,K,70,K,26,K,46,K,53.0,K,3.2, ,66.2, 
208,La Quinta II,Imperial/Coachella Valley,Nov 2022,3.10, ,0.14,K,327, ,6.6,K,71.1, ,44.7,L,58.1, ,66, ,21, ,40,K,32.7,K,3.3,K,51.1,K
208,La Quinta II,Imperial/Coachella Valley,Dec 2022,1.90, ,0.08, ,240, ,8.6,K,67.4,L,43.0,K,54.3,K,80, ,36, ,59,K,40.1,K,2.5, ,42.4,K
209,Watsonville West II,Monterey Bay,Jan 2022,2.00, ,0.22, ,261,K,9.9, ,62.5, ,44.2, ,52.2, ,90, ,56, ,75, ,43.8, ,4.1, ,55.0, 
209,Watsonville West II,Monterey Bay,Feb 2022,2.91,K,0.05, ,366,K,8.0,K,65.5,K,42.1, ,52.8,K,84, ,38, ,59,K,38.0,K,4.4, ,55.0, 
209,Watsonville West II,Monterey Bay,Mar 2022,3.65,K,1.34,K,442,K,10.4,K,62.9,K,44.5, ,52.2,K,95, ,56, ,78,K,45.3,K,4.5, ,57.4, 
209,Watsonville West II,Monterey Bay,Apr 2022,4.65,K,1.88, ,561,K,10.8, ,63.5,L,44.8,L,53.2,L,94,K,57,K,79,L,46.4,L,5.0, ,62.0, 
209,Watsonville West II,Monterey Bay,May 2022,5.63,K,0.00, ,644,K,11.5,K,65.9,K,47.0, ,55.0,K,95,K,56,K,78,K,48.0,K,5.7,K,66.6, 
209,Watsonville West II,Monterey Bay,Jun 2022,5.74,K,0.10, ,657,K,13.7,K,70.1,K,52.1,K,58.7,L,96,K,60,K,83,L,52.4,L,5.1, ,72.9,K
209,Watsonville West II,Monterey Bay,Jul 2022,5.17, ,0.09,K,585,K,14.8, ,66.7, ,54.1,K,58.6, ,98, ,72, ,88, ,55.1, ,5.1, ,75.3, 
209,Watsonville West II,Monterey Bay,Aug 2022,4.66, ,0.13,K,516, ,15.7, ,68.5,K,55.3, ,60.3,K,98, ,72, ,88,K,56.6,K,5.1, ,76.2,K
209,Watsonville West II,Monterey Bay,Sep 2022,4.16,K,0.04, ,450, ,16.2, ,72.8,K,56.9,K,63.1,K,97,K,63,K,84,L,57.5,L,4.9, ,74.9,K
209,Watsonville West II,Monterey Bay,Oct 2022,2.50, ,0.01, ,290, ,13.6, ,64.8,K,51.5, ,57.1,K,97, ,70, ,86,K,52.5,K,4.0, ,68.0, 
209,Watsonville West II,Monterey Bay,Nov 2022,2.21, ,2.50,K,273, ,9.0, ,61.7, ,42.7, ,51.4, ,88, ,51, ,70, ,41.3, ,4.5, ,59.1, 
209,Watsonville West II,Monterey Bay,Dec 2022,1.22, ,12.15, ,175, ,10.6,K,57.6, ,43.1,K,49.6,K,96, ,71, ,87,K,45.8,K,5.0,K,54.8, 
210,Carmel,Monterey Bay,Jan 2022,2.12, ,0.11, ,240, ,9.1, ,67.0, ,40.7, ,51.1, ,89, ,44, ,71, ,41.6, ,3.0, ,54.5, 
210,Carmel,Monterey Bay,Feb 2022,2.88,K,0.18,K,365,K,7.7,K,66.4,K,38.9,K,51.2, ,84, ,36, ,61,K,37.5,K,3.8,K,55.7, 
210,Carmel,Monterey Bay,Mar 2022,3.50,K,1.44, ,406,K,10.0, ,63.8,K,42.5, ,51.9,K,93, ,55, ,76,K,44.3,K,3.9,K,58.9, 
210,Carmel,Monterey Bay,Apr 2022,4.72,K,1.02, ,541, ,10.3, ,64.5,K,42.8,K,53.1,L,91,K,55,K,76,L,45.3,L,4.2,K,63.2,K
210,Carmel,Monterey Bay,May 2022,5.55,K,0.00, ,617, ,11.3,K,65.7,K,45.8,K,55.3,K,93,K,56,K,75,K,47.6,K,4.3,K,67.0,K
210,Carmel,Monterey Bay,Jun 2022,5.96,K,0.10, ,656, ,13.3,K,69.7,L,49.6, ,59.5,L,93,K,59,K,78,L,51.8,L,4.3,K,71.9,K
210,Carmel,Monterey Bay,Jul 2022,5.21,K,0.07,K,559, ,15.1,K,68.4,K,54.2,K,60.4,K,95, ,70, ,84,L,55.2,L,4.3,K,74.2,K
210,Carmel,Monterey Bay,Aug 2022,5.10,K,0.15,K,532, ,16.3,K,71.6,L,55.0,K,62.8,K,95,K,68,K,84,L,57.6,L,4.1,K,75.5,K
210,Carmel,Monterey Bay,Sep 2022,4.60,K,1.63, ,469, ,18.6,K,85.7,L,56.1,K,67.0,L,93,K,61,K,81,L,59.4,L,3.6,K,74.8,K
210,Carmel,Monterey Bay,Oct 2022,3.02,K,0.10, ,322, ,13.8,K,75.3,K,50.4, ,59.7,K,92,K,60,K,79,K,53.0,K,3.1,K,69.7,K
210,Carmel,Monterey Bay,Nov 2022,2.37, ,2.83, ,276, ,9.7, ,72.1,K,41.9, ,53.7, ,88, ,42, ,69, ,43.4, ,2.9, ,59.4, 
210,Carmel,Monterey Bay,Dec 2022,1.35,K,8.54, ,168, ,11.7,K,65.9,K,44.0,L,53.1,K,96,K,62,K,82,L,46.3,L,3.0,K,53.9,K
211,Gilroy,Monterey Bay,Jan 2022,1.94, ,0.03,K,252,K,9.0,K,64.7, ,36.7,K,49.1,K,97,K,47,K,75, ,41.3, ,3.2,K,53.6,L
211,Gilroy,Monterey Bay,Feb 2022,3.03,K,0.00,L,386,L,6.4,L,67.5,L,32.4,L,49.9,L,82,L,27,L,52,L,32.4,L,4.5,L,52.0,L
211,Gilroy,Monterey Bay,Mar 2022,4.58,K,1.14,L,442,L,8.6,L,71.8,L,40.9,L,55.5,L,87,L,32,L,57,L,39.7,L,5.3,L,58.6,L
211,Gilroy,Monterey Bay,Apr 2022,6.09,K,1.30, ,578,K,9.2,K,74.1,K,43.4, ,58.0,K,87,K,32,K,57,L,42.0,L,6.3,K,63.8,L
211,Gilroy,Monterey Bay,May 2022,7.99,K,0.00, ,686,K,9.7,K,80.3,K,46.3,K,62.3,K,83,K,27,K,51,L,43.3,L,7.1,K,68.9,L
211,Gilroy,Monterey Bay,Jun 2022,8.55, ,0.00, ,710,K,11.6,K,89.0,K,51.8,K,69.4,K,81, ,25, ,48,K,48.0,K,6.5,K,76.9,L
211,Gilroy,Monterey Bay,Jul 2022,4.43,L,0.00, ,676,K,14.6,K,84.6, ,53.8, ,66.8, ,90, ,41, ,65,K,54.6,K,4.8, ,80.0,L
211,Gilroy,Monterey Bay,Aug 2022,,N,0.02, ,618,K,15.4, ,85.6, ,54.2,K,67.1, ,93, ,42, ,68, ,56.1, ,4.9, ,80.7,L
211,Gilroy,Monterey Bay,Sep 2022,,N,0.25, ,499,K,14.1,K,89.3,K,55.9,K,70.3,K,86, ,31, ,57,K,53.7,K,4.7,K,77.1,L
211,Gilroy,Monterey Bay,Oct 2022,,N,0.01, ,374,K,11.8, ,79.5, ,47.2, ,60.2, ,92, ,36, ,66, ,48.4, ,4.2,K,70.5,L
211,Gilroy,Monterey Bay,Nov 2022,,N,2.15, ,278,K,7.9, ,65.6,K,35.4, ,49.0,K,92, ,38, ,66,K,37.8,K,3.7, ,57.8,L
211,Gilroy,Monterey Bay,Dec 2022,,N,8.98,K,175, ,10.0,K,58.6, ,39.1,K,47.7,K,99, ,65, ,87,L,43.6,L,3.5,K,60.5,L
212,Hastings Tract East,Sacramento Valley,Jan 2022,1.72, ,0.18, ,233,K,8.9, ,61.8, ,34.3,K,46.1, ,100, ,56, ,84, ,41.1, ,3.7, ,47.3, 
212,Hastings Tract East,Sacramento Valley,Feb 2022,2.84, ,0.01, ,370,K,7.5,K,67.4,K,32.7,K,48.8, ,93, ,34, ,63,K,36.2,K,4.9,K,47.9, 
212,Hastings Tract East,Sacramento Valley,Mar 2022,4.49,K,0.51, ,464,K,9.5,K,71.1,K,41.4,K,55.5,K,92,K,37,K,63,L,42.0,L,6.8, ,54.4, 
212,Hastings Tract East,Sacramento Valley,Apr 2022,6.25,K,0.46, ,591,K,9.2, ,74.4,K,44.1,K,58.6,K,89, ,31, ,55,K,42.0,K,8.1, ,58.0, 
212,Hastings Tract East,Sacramento Valley,May 2022,8.21,K,0.04, ,689,K,10.3,K,81.4,K,49.6,K,64.6,K,83,K,28,K,50,K,44.7,K,9.3,K,63.4,K
212,Hastings Tract East,Sacramento Valley,Jun 2022,9.33, ,0.04, ,713,K,12.3,K,89.7, ,57.1,K,72.3,K,76, ,26, ,46,K,49.6,K,9.7, ,68.6, 
212,Hastings Tract East,Sacramento Valley,Jul 2022,9.53, ,0.00, ,714,K,14.0, ,89.9, ,57.2, ,71.2, ,83, ,30, ,54, ,53.4, ,12.2, ,70.0,K
212,Hastings Tract East,Sacramento Valley,Aug 2022,8.49,K,1.70,K,605,K,14.7, ,92.6,K,59.1,K,73.3,K,84,K,28,K,53, ,54.9, ,10.9, ,69.6, 
212,Hastings Tract East,Sacramento Valley,Sep 2022,6.11,K,2.08, ,474, ,14.1, ,91.6,K,59.1,K,72.6,K,83,K,29,K,57,L,53.6,L,7.7, ,69.0,L
212,Hastings Tract East,Sacramento Valley,Oct 2022,4.19, ,0.00, ,379, ,12.1, ,82.2, ,49.3, ,63.3, ,90, ,33, ,60, ,48.9, ,6.8,K,62.7, 
212,Hastings Tract East,Sacramento Valley,Nov 2022,2.13, ,0.97, ,254, ,7.5,K,65.1,K,33.3,K,47.8,K,93, ,38, ,66,K,36.4,K,4.2,K,49.2,K
